Epoch,Test Acc Mean,Test Acc Std
1,13.930000000000001,0.6286493458200685
2,20.333999999999996,0.9339507481660902
3,24.214000000000002,0.5147271121672145
4,26.601999999999997,0.47063361545899
5,29.048000000000002,0.6328791353805251
6,30.910000000000004,0.43368191108230464
7,32.483999999999995,0.46076458197218334
8,33.589999999999996,0.34269519984966285
9,34.878,1.0004079168019413
10,35.532,0.46884539029407235
11,36.708,0.6226845108078395
12,37.126000000000005,0.6782506911164934
13,37.898,0.5971398496164873
14,38.362,0.5930396276809845
15,38.922000000000004,0.2716173779418376
16,39.108,0.4956369639161293
17,39.674,0.4686832619157635
18,40.068,0.6784216977662194
19,40.348,0.5420479683570466
20,40.824,0.5605568659823916
